significand_bits,unit_roundoff,steps,h,replicates,rms_state_error,empirical_mse,exact_bias_squared,sample_bias_squared,empirical_variance_component,variance_trace_unbiased,estimated_expected_mse,rms_relative_energy_error
24,5.960464477539063e-08,91,1.098901098901099,128,0.32372423371731857,0.10479737949586511,0.10479737910878975,0.10479737949573388,1.3123074675547297e-13,1.322640597220515e-13,0.10479737910892202,0.19790681430031679
24,5.960464477539063e-08,128,0.78125,128,1.9166104077589081,3.673395455129768,3.673395357862124,3.673395455129585,1.8318571486097834e-13,1.846281220646081e-13,3.673395357862309,0.09908616857439916
24,5.960464477539063e-08,181,0.5524861878453039,128,1.1970213790311894,1.4328601818577305,1.4328602304922946,1.4328601818575326,1.9775565733570755e-13,1.9931278849583123e-13,1.432860230492494,0.038249856386097535
24,5.960464477539063e-08,256,0.390625,128,0.6335468690020073,0.40138163522224657,0.4013816543506467,0.4013816352219612,2.8537734987079365e-13,2.8762441561780777e-13,0.4013816543509343,0.0005109558522608795
24,5.960464477539063e-08,362,0.27624309392265195,128,0.3212129170477606,0.10317773807833155,0.10317775364611904,0.10317773807781362,5.179376757124751e-13,5.220159251275339e-13,0.10317775364664106,0.000830983914708805
24,5.960464477539063e-08,512,0.1953125,128,0.16102489591336808,0.02592901710391102,0.025929028886009182,0.025929017103144318,7.667024567309388e-13,7.727394839492928e-13,0.025929028886781922,0.0012555477625827505
24,5.960464477539063e-08,724,0.13812154696132597,128,0.08055964956089152,0.006489857137373651,0.0064898465478193355,0.006489857136455706,9.179443229839768e-13,9.251722310389686e-13,0.006489846548744508,0.0009071436614088142
24,5.960464477539063e-08,1024,0.09765625,128,0.04026812332820915,0.0016215217563758618,0.0016215248428259326,0.0016215217550973563,1.278505459053475e-12,1.2885724311720063e-12,0.001621524844114505,0.0005302206032900766
24,5.960464477539063e-08,1448,0.06906077348066299,128,0.02013632152652091,0.0004054714446194294,0.00040547099949445617,0.00040547144259471746,2.0247119410753134e-12,2.0406545547845678e-12,0.0004054710015351107,0.0002851115214235556
24,5.960464477539063e-08,2048,0.048828125,128,0.010065332814215525,0.00010131092466092382,0.00010131069612683703,0.00010131092194798766,2.712936158274365e-12,2.7342978603080212e-12,0.00010131069886113489,0.000147637501824587
24,5.960464477539063e-08,2896,0.034530386740331494,128,0.005033529634705868,2.5336420583462184e-05,2.533657322618605e-05,2.533641697387473e-05,3.6095874553221385e-12,3.638009403789242e-12,2.5336576864195456e-05,7.5290440125993e-05
24,5.960464477539063e-08,4096,0.0244140625,128,0.0025159685092264582,6.330097539419206e-06,6.331183684688811e-06,6.330092499001904e-06,5.04041730228777e-12,5.080105627502634e-12,6.331188764794438e-06,3.8864685509061305e-05
24,5.960464477539063e-08,5793,0.017262213015708613,128,0.0012577776578567555,1.5820046366036255e-06,1.5823467947628095e-06,1.5819976715574641e-06,6.965046161350186e-12,7.019889044510423e-12,1.582353814651854e-06,1.9483967242277432e-05
24,5.960464477539063e-08,8192,0.01220703125,128,0.0006289940692682854,3.956335391746765e-07,3.9568674060037325e-07,3.956233145265084e-07,1.022464816806401e-11,1.0305157208757426e-11,3.95697045757582e-07,1.1417325656779695e-05
24,5.960464477539063e-08,11585,0.008631851532153647,128,0.00031470712545895774,9.904057481464018e-08,9.892927997963101e-08,9.902682059313712e-08,1.3754221503056718e-11,1.38625224597737e-11,9.894314250209078e-08,7.8103000507119e-06
24,5.960464477539063e-08,16384,0.006103515625,128,0.000157355345171083,2.476070465391067e-08,2.4730227078461893e-08,2.473949429969116e-08,2.1210354219508565e-11,2.1377364882654303e-11,2.4751604443344547e-08,7.964548127734313e-06
