duration,significand_bits,unit_roundoff,steps,h,replicates,rms_state_error,empirical_mse,exact_bias_squared,sample_bias_squared,empirical_variance_component,variance_trace_unbiased,estimated_expected_mse
200.0,16,1.52587890625e-05,32000,0.00625,512,0.0017645689724260902,3.1137036584488676e-06,1.0733557770449908e-07,1.1356778538306651e-07,3.000135873065801e-06,3.0060069804494916e-06,3.1133425581539905e-06
200.0,16,1.52587890625e-05,33000,0.006060606060606061,512,0.0017552460715148169,3.080888771568198e-06,9.490467162353156e-08,7.143701532641014e-08,3.0094517562417877e-06,3.015341094316625e-06,3.110245765940157e-06
200.0,16,1.52587890625e-05,34000,0.0058823529411764705,512,0.0016821764408206483,2.8297175780520237e-06,8.422236722536041e-08,8.004299402815907e-08,2.7496745840238646e-06,2.7550555518986667e-06,2.839277919124027e-06
200.0,16,1.52587890625e-05,35000,0.005714285714285714,512,0.0017655144792414691,3.1170413764112757e-06,7.500163249372068e-08,8.940109148630522e-08,3.0276402849249706e-06,3.033565216989403e-06,3.108566849483124e-06
200.0,16,1.52587890625e-05,36000,0.005555555555555556,512,0.0017446467172985139,3.0437921681804806e-06,6.700893113253604e-08,6.40504783457555e-08,2.979741689834725e-06,2.9855728868794116e-06,3.0525818180119475e-06
200.0,16,1.52587890625e-05,37000,0.005405405405405406,512,0.001807244231611889,3.2661317126944465e-06,6.00531251509037e-08,8.115433419357169e-08,3.184977378500875e-06,3.1912102109441254e-06,3.251263336095029e-06
200.0,16,1.52587890625e-05,38000,0.005263157894736842,512,0.001743180884729381,3.038679596885907e-06,5.397690173896945e-08,4.820068105397812e-08,2.990478915831929e-06,2.996331125060563e-06,3.0503080267995325e-06
200.0,16,1.52587890625e-05,39000,0.005128205128205128,512,0.0017783079625047808,3.1623792095079045e-06,4.8650101878111974e-08,5.151184846319334e-08,3.1108673610447113e-06,3.1169551640995932e-06,3.1656052659777053e-06
200.0,16,1.52587890625e-05,40000,0.005,512,0.001960366516291922,3.843036878198526e-06,4.396449320583008e-08,6.069344618574632e-08,3.7823434320127802e-06,3.7897452782593806e-06,3.833709771465211e-06
400.0,16,1.52587890625e-05,14000,0.02857142857142857,512,0.01360766043164575,0.0001851684224229774,0.00018390910703266716,0.00018396447894384406,1.2039434791333292e-06,1.2062995329085421e-06,0.0001851154065655757
400.0,16,1.52587890625e-05,16000,0.025,512,0.010431514753086225,0.00010881650004385556,0.00010779965789679688,0.00010751557859773208,1.300921446123482e-06,1.303467280656014e-06,0.0001091031251774529
400.0,16,1.52587890625e-05,18000,0.022222222222222223,512,0.008324782968682705,6.930201147566961e-05,6.729681634792082e-05,6.768911393036958e-05,1.6128975453000294e-06,1.6160539005745881e-06,6.891287024849541e-05
400.0,16,1.52587890625e-05,20000,0.02,512,0.0067450702309876254,4.549597242095546e-05,4.415249261361979e-05,4.379958254171998e-05,1.6963898792354826e-06,1.6997096245960209e-06,4.585220223821581e-05
400.0,16,1.52587890625e-05,22000,0.01818181818181818,512,0.005691262392230392,3.2390467617216006e-05,3.0156259959464393e-05,3.060105421487383e-05,1.789413402342177e-06,1.7929151898222991e-06,3.194917514928669e-05
400.0,16,1.52587890625e-05,24000,0.016666666666666666,512,0.0048571330266379545,2.3591741238457178e-05,2.129206807357595e-05,2.137206394404443e-05,2.2196772944127474e-06,2.2240210855955514e-06,2.35160891591715e-05
400.0,16,1.52587890625e-05,26000,0.015384615384615385,512,0.004177224118507588,1.744920133624149e-05,1.5458423167284732e-05,1.5352795475778155e-05,2.096405860463335e-06,2.100508415963263e-06,1.7558931583247996e-05
400.0,16,1.52587890625e-05,28000,0.014285714285714285,512,0.0036863464863686663,1.3589150417562611e-05,1.1492726733853337e-05,1.131489722379455e-05,2.274253193768061e-06,2.278703787102245e-06,1.3771430520955582e-05
400.0,16,1.52587890625e-05,30000,0.013333333333333334,512,0.0033832246389567506,1.1446208957644036e-05,8.721023319005028e-06,8.852589747576748e-06,2.5936192100672883e-06,2.5986947858208446e-06,1.1319718104825872e-05
400.0,16,1.52587890625e-05,32000,0.0125,512,0.003120677434438816,9.738627649815633e-06,6.736747999298696e-06,6.8308153992745915e-06,2.907812250541042e-06,2.913502685473608e-06,9.650250684772305e-06
400.0,16,1.52587890625e-05,34000,0.011764705882352941,512,0.0028922506831926833,8.365114014428543e-06,5.28606713866376e-06,5.594389283889911e-06,2.7707247305386318e-06,2.7761468924379243e-06,8.062214031101685e-06
400.0,16,1.52587890625e-05,36000,0.011111111111111112,512,0.002722471004923219,7.411848372647642e-06,4.205685242116061e-06,4.310585796126207e-06,3.1012625765214352e-06,3.107331583520499e-06,7.31301682563656e-06
400.0,16,1.52587890625e-05,38000,0.010526315789473684,512,0.002607603559295548,6.79959632245081e-06,3.38774761571427e-06,3.5970039702480386e-06,3.202592352202771e-06,3.2088596562188234e-06,6.5966072719330935e-06
400.0,16,1.52587890625e-05,40000,0.01,512,0.002529536076655189,6.398552763100126e-06,2.7593343510540176e-06,2.831123993820169e-06,3.5674287692799567e-06,3.574410038887158e-06,6.333744389941176e-06
400.0,16,1.52587890625e-05,42000,0.009523809523809525,512,0.0024755938670352417,6.128564994502501e-06,2.2701060533218623e-06,2.1409494944795895e-06,3.987615500022912e-06,3.99541905286053e-06,6.265525106182393e-06
400.0,16,1.52587890625e-05,44000,0.00909090909090909,512,0.0023907264904002488,5.715573151901491e-06,1.8846545085911994e-06,1.8497952603252194e-06,3.865777891576272e-06,3.873343014651764e-06,5.757997523242963e-06
400.0,16,1.52587890625e-05,46000,0.008695652173913044,512,0.002304245113670961,5.3095455438765e-06,1.5776489782495733e-06,1.6173727372745548e-06,3.6921728066019455e-06,3.6993981936990137e-06,5.277047171948587e-06
400.0,16,1.52587890625e-05,48000,0.008333333333333333,512,0.0023716711173054125,5.624823888660704e-06,1.3306875750719183e-06,1.2883682514168738e-06,4.33645563724383e-06,4.344941851798123e-06,5.675629426870041e-06
400.0,16,1.52587890625e-05,50000,0.008,512,0.0023776313331510487,5.6531307563816336e-06,1.1302134063766545e-06,1.2209797013256232e-06,4.432151055056011e-06,4.440824540486649e-06,5.5710379468633035e-06
400.0,16,1.52587890625e-05,52000,0.007692307692307693,512,0.00222082309080897,4.932055200670307e-06,9.661100129525176e-07,9.322586338255138e-07,3.999796566844793e-06,4.007623957386564e-06,4.973733970339081e-06
400.0,16,1.52587890625e-05,54000,0.007407407407407408,512,0.002392276025267536,5.722984581069841e-06,8.307387330195318e-07,9.243778992813994e-07,4.798606681788442e-06,4.80799730151797e-06,5.638736034537502e-06
400.0,16,1.52587890625e-05,56000,0.007142857142857143,512,0.0025263236000272284,6.382310932054535e-06,7.182687642498298e-07,1.0030130085077905e-06,5.379297923546744e-06,5.389824925354077e-06,6.108093689603907e-06
400.0,16,1.52587890625e-05,58000,0.006896551724137931,512,0.0023156891104551608,5.362416056280613e-06,6.242042843850899e-07,6.091859836290091e-07,4.753230072651604e-06,4.762531892754641e-06,5.386736177139731e-06
400.0,16,1.52587890625e-05,60000,0.006666666666666667,512,0.0024424058175926858,5.965346177810595e-06,5.450462862733177e-07,6.152032615611273e-07,5.350142916249467e-06,5.360612863247999e-06,5.905659149521317e-06
400.0,16,1.52587890625e-05,62000,0.0064516129032258064,512,0.0024273220376640928,5.891892274529762e-06,4.780478033842116e-07,4.858036204600997e-07,5.406088654069663e-06,5.416668083921071e-06,5.894715887305283e-06
400.0,16,1.52587890625e-05,64000,0.00625,512,0.0024528365616938866,6.016407198382288e-06,4.210347244018705e-07,5.224846068560311e-07,5.493922591526257e-06,5.504673907752336e-06,5.925708632154206e-06
400.0,16,1.52587890625e-05,66000,0.006060606060606061,512,0.002484740598734608,6.173935843000017e-06,3.7227324054182817e-07,4.523969043699841e-07,5.721538938630033e-06,5.732735688020698e-06,6.105008928562527e-06
400.0,16,1.52587890625e-05,68000,0.0058823529411764705,512,0.0023891808551819217,5.708185158767818e-06,3.3037082158624037e-07,1.7664689577502164e-07,5.531538262992797e-06,5.5423631911004146e-06,5.872734012686655e-06
400.0,16,1.52587890625e-05,70000,0.005714285714285714,512,0.002610542483849069,6.814932059980865e-06,2.9420155614309876e-07,4.5474476937036775e-07,6.360187290610497e-06,6.372633841081359e-06,6.666835397224458e-06
400.0,16,1.52587890625e-05,72000,0.005555555555555556,512,0.002503939827033644,6.269714657405275e-06,2.6284937489750373e-07,3.3577030018821715e-07,5.933944357217058e-06,5.945556772788911e-06,6.208406147686414e-06
400.0,16,1.52587890625e-05,74000,0.005405405405405406,512,0.0026743821071086755,7.1523196548230395e-06,2.3556452005477443e-07,2.542358315639685e-07,6.898083823259071e-06,6.911583008823178e-06,7.147147528877952e-06
400.0,16,1.52587890625e-05,76000,0.005263157894736842,512,0.0026106522442152394,6.815505140226067e-06,2.1172991641922087e-07,2.6226701207750287e-07,6.553238128148564e-06,6.56606246890815e-06,6.777792385327371e-06
400.0,16,1.52587890625e-05,78000,0.005128205128205128,512,0.002542537988432078,6.464499422620238e-06,1.9083500228052769e-07,1.1234933935384336e-07,6.352150083266395e-06,6.364580905347151e-06,6.555415907627679e-06
400.0,16,1.52587890625e-05,80000,0.005,512,0.0026070050238705274,6.79647519448617e-06,1.7245522537965762e-07,1.3912874881521756e-07,6.657346445670953e-06,6.6703745209071e-06,6.842829746286757e-06
